bangla,chakma
কিন্তু  ? জো  ? নীল পরী কোথায়?,"কিন্তু, জো, নীল পরী কোথায়?"
এটা জিজ্ঞাসা করার জন্যই তো আমরা ড সবজান্তাকে খুঁজছি।,ইয়ান গল্লুনদে কবার দিবাত্তে মুই আমি ড সবজান্তাকে খুঁজছি।
যাদের জানার প্রয়োজন  । সেখানেই যায়।,"যাদের পরিচয় প্রয়োজন, সিদুই যায়।"
সাথে পরিচিত হও ডাক্তারের সাথে।,লগে পরিচিত হও ডাক্তারের সাথে।
অনুসন্ধানী মন  । ড।,"অনুসন্ধানী মন, ড।"
সবজান্তার কাছে স্বাগতম।,সবজান্তার ইদু স্বাগতম।
যেখানে ফাস্ট-ফুড  । ২৪ ঘণ্টা পরিবেশন করা হয় দেশজুড়ে ৪০  ।০০০ স্থানে।,"যিয়ুত ফাস্ট-ফুড, ২৪ ঘণ্টা গেই গরানা অত্তে দেশজুড়ে ৪০,০০০ স্থানে।"
ড সবজান্তাকে প্রশ্ন করুণ।,ড সবজান্তাকে পুজোর করুণ।
আমি জানিনা এমন কিছুই নেই।,মুই নপাঙ এমন কিচ্ছু নেই।
বলো আমি নীল পরীকে কোথায় খুঁজে পাবো?,নহোজ মুই নীল পরীকে হুদু থোগেনেই পাবো?
প্রশ্ন করুণ  । টাকা দিয়ে।,"পুজোর করুণ, টেঙা দিয়ে।"
দুটি প্রশ্ন পাঁচ টাকায়  । সাথে একটি ফ্রি।,"দুটি পুজোর বলে টাকায়, লগে এক্কান ফ্রি।"
বলতে চাইছে  । দুটো প্রশ্নের দাম ৫ টাকা। তৃতীয় প্রশ্ন তাঁর পক্ষ থেকে।,"হোই চাইছে, দুটো প্রশ্নের দাম ৫ টাকা। তৃতীয় পুজোর তাল্লোই পক্ষ থেকে।"
আজকের যুগে  । ডেভিড  । তথ্যের থেকে দামী কিছুই নেই।,"আজকের যুগে, ডেভিড, তথ্যের অত্তুন দামী কিচ্ছু নেই।"
- এগুলোই ছিলো।,- এগুলোই ছিলো।
- ১০ টাকা আর ১০ পয়সায় ড সবজান্তার কাছে থেকে সাতটি প্রশ্ন করা যাবে।,- মিনিট টেঙা আর মিনিট পয়সায় ড সবজান্তার ইদু অত্তুন সাতটি পুজোর গরানা যাবে।
এতেই হয়ে যাবে।,এতেই ওই যাবে।
উনি খুব চালাক।,উনি নয় চালাক।
আমাদের শেষ পর্যন্ত চাপ দিবেন  । কিন্তু আমরা সর্বোচ্চ চেষ্টা করবো।,"আমা সেজ সং চাপ দিবেন, হিন্তু আমি সর্বোচ্চ চেষ্টা করবো।"
নমস্কার  ! বন্ধুরা!,"নমস্কার, বন্ধুরা!"
উপস্থাপন করছি  । বাস্তব বিষয় অথবা কাল্পনিক বিষয়।,"উপস্থাপন করছি, বাস্তব বিষয় কুজ্জি কাল্পনিক বিষয়।"
